zone,area_ha,lst_mean_C,lst_p95_C,population,density_per_ha,rwi_mean,health_access,water_access,green_access,cooling_access,retail_access,mobility_access,vulnerability
Informal,641.25,40.71831130981445,44.05910873413086,320432.3125,499.6995126705653,1.1474322080612183,0.9461449384689331,0.977584958076477,0.9624208211898804,0.9573715925216675,0.9484546184539795,0.5728055238723755,0.02587379887700081
Formal (non-informal),36027.5,35.90638732910156,41.64555397033691,4702556.0,130.5268475470127,1.064682126045227,0.8528517484664917,0.855715274810791,0.919126033782959,0.8885334730148315,0.8876612186431885,0.4812459349632263,0.009413309395313263
