zone,metric,n,mean,median,std,p10,p90
Informal,RWI,2565,1.1474322080612183,1.111247181892395,0.1716579794883728,0.9655469059944153,1.469588804244995
Formal (non-informal),RWI,144110,1.064682126045227,1.107683539390564,0.28367286920547485,0.7572830617427826,1.3525881409645082
